Task,Test,VerbalDescription,Rule_correct,Rule_correct_label
ExtendToBoundary10.json,2,The line from the pattern outside the grid is extended into the patter as far as it could go.,1.0,Correct - Intended
ExtendToBoundary10.json,2,Grid size remains the same. The dominant yellow colour and the orange colour remain the same at same position. Extend any orange colour grid along the grid towards the direction of the yellow grid and stop immediately it touches the yellow grid,1.0,Correct - Intended
ExtendToBoundary10.json,3,"Resize the grid to match the test area. Keep the yellow figure the same size, but extend the orange square as a solid line to the bottom of the yellow figure. There should be a solid orange vertical line going down into the bottom of the yellow figure.",1.0,Correct - Intended
ExtendToBoundary10.json,3,"Bring the solo colored block into the other shape, but have it stop where the next color comes in.",-2.0,Unclear
ExtendToBoundary10.json,3,"Same grid size and black background. Replicate the main shape using the same colour and positioning. Then, using the colour of the 1x1 block, fill the rest of that row or column it is on up until the border of the main image.",1.0,Correct - Intended
ExtendToBoundary10.json,3,"use the same size grid as the input. use the same image as the input.  where the orange grid square is continue that in one long line going down the adjacent 5 squares colouring them in, in orange. the orange line should touch the yellow object with the orange object being 6 grid squares in total",-3.0,Literal
ExtendToBoundary10.json,3,Copy the input from the demonstration grid. Take the Orange block and continue it in a line across the width/length of the yellow square until it touches the yellow outline of the box.,1.0,Correct - Intended
ExtendToBoundary10.json,3,"Resize the grid to the same size as input, copy the main shape and starting where the small block(s) are, draw a straight line connecting it to inside of the main shape. Use the same colours.",1.0,Correct - Intended
ExtendToBoundary10.json,3,"Keep the grid size the same as shown. You will be shown a shape which has a boundary, with a gap or two. Parallel to the boundary gaps will be a square, of a different colour to the main shape. You need to replicate this square in the direction of the gap, so that it goes through the gap in the boundary, until it reaches a solid boundary. ",1.0,Correct - Intended
ExtendToBoundary2.json,1,Copy over the grid size and object placement into the solution. Extend the dot in the middle up and down and stop when runs into a wall or colored tile. ,1.0,Correct - Intended
ExtendToBoundary2.json,1,"Use a grid of the same size and copy over the same colored tiles. If there is a colored tile inside the other squares of tiles, fill the tiles above and below it with the same color all the way to the edge of the surrounding colored tiles.",1.0,Correct - Intended
ExtendToBoundary2.json,1,Same grid. Extend the dot in both directions vertically until it hits the border. Don't overwrite the border.,1.0,Correct - Intended
ExtendToBoundary2.json,1,"Create a grid with the same dimensions as the test input grid. Copy the contents of the test input grid. Using the same color as the colored square inside the larger square, color in the squares that are in the same column as the inside square, but only fill in the column squares that are inside the larger square.",1.0,Correct - Intended
ExtendToBoundary2.json,1,"Set your grid to the same size as the example. You will see a single coloured in square, and further out from this square you will see an outline of other coloured in squares, set to a different colour. Focus on the column of the single coloured in square, and colour in each of the squares of this column, that are within the outline, to the same colour. If you see than one outline you should just colour in the squares within the innermost outline, however if there is a gap in this outline, you should colour through to the second most outline. Aside from colouring in more squares in the same column as the single coloured in square your grid should look exactly the same as the example.",1.0,Correct - Intended
ExtendToBoundary2.json,1,"I made a Grid size Hight 14 Width 12
I replicated the pink colour square inside the Grid one cell wide 2 cells in from the left 2 cells up from the bottom 1 cell in from the right and 1 cell down from the top & made Pink colour.
i converted the one cell dot to a line inside the pink square.",-3.0,Literal
ExtendToBoundary2.json,1,Keep grid size and object colours and positions same as input. Identify one square that is different colour to all of the others and colour in every other vertical square in the same colour until your reach another object of a different colour.,1.0,Correct - Intended
ExtendToBoundary2.json,2,,-1.0,Nonresponsive
ExtendToBoundary2.json,2,Copy the image from input. Find the break in the square. add a line in the same color as the single square that goes through the break to the top of the shape.,-3.0,Literal
ExtendToBoundary2.json,2,"You will need to copy the size of the original grid.  There will be a series of squares or partially completed square.  You need to copy their positions and sizes and colors exactly.   There will be one colored square.  You need to create a vertical line that is the same color as the one colored square.  If you encounter another square then stop the line.  The line will be contained by the square, it will not change the color of the square.  once you reach a boundary, do not continue.  Stay within the square.  If there is an uncompleted square then continue the line until you meet an unbroken square.",1.0,Correct - Intended
ExtendToBoundary2.json,2,"Use the same grid size.  Copy the outside lines.  Find the dot in the middle and carry this up as far as there are no other colours, in the same colour as the original dot.",-3.0,Literal
ExtendToBoundary2.json,2,"Set your grid to the same size as the example. You will see coloured in squares forming one or more rectangular outlines. Within the outline there is a single coloured in square. Focus on the column of this single square, and colour every square that fills within the outline to the same colour as the single square, so as to form a coloured column that borders the wall of the outline. Where an inner outline has a gap you should continue your column through the gap until it reaches another outline. Aside from the new column your grid should look exactly the same as the example.",1.0,Correct - Intended
ExtendToBoundary2.json,2,The isolated square in the middle was filled vertically till a colour was met.,-3.0,Literal
ExtendToBoundary2.json,2,set grid to 12x19. copy all grey and green squares exactly as you see them. then add 4 more green squares above to existing one so that it touches the top grey line.,-3.0,Literal
ExtendToBoundary2.json,3,"There is a dot inside of one or more squares. Extend the dot vertically in both directions until it touches the closest square. If it would go through a gap, continue the line until it touches the next square. Keep the line the same color as the original dot.",1.0,Correct - Intended
ExtendToBoundary2.json,3,Keep same grid. Extend the single square object inside larger objects vertically on both sides until it touches one of the larger objects.,1.0,Correct - Intended
ExtendToBoundary2.json,3,touch the single  color to another color to another colour top and bottom,-2.0,Unclear
ExtendToBoundary2.json,3,Resize the grid to match the width and height of the original grid. Keep the main brown shape the exact size but extend the blue square so that it becomes a full line of blue squares withon the shape.,-3.0,Literal
ExtendToBoundary2.json,3,"Expand the grid to the same size. Keep the border shapes the same color and size. Extend the single colored dot into a line, stopping when it hits a wall.",1.0,Correct - Intended
ExtendToBoundary2.json,3,Copy the input grid. Then expand the square upwards and from the bottom inside the large object until it reaches the outline of the object. The line inside the object should end up verticle. Use the same colour for the line as the square inside the grid.,1.0,Correct - Intended
ExtendToBoundary2.json,3,Start from the square in the coloured square in the middle. Extend that colour until it reaches the other coloured squares surrounding it.,1.0,Correct - Intended
ExtendToBoundary2.json,3,Keep the grid size the same as shown. You will see a main shape as well as a square which has a unique colour. You need to replicate the square vertically until it reaches a closed boundary of the main shape. ,1.0,Correct - Intended
ExtendToBoundary2.json,3,The middle section of one square is extended vertically to make a line inside the outer framework. Same size gris and same colour,1.0,Correct - Intended
ExtendToBoundary3.json,1,Use the same size grid. Transpose the image exactly. Extend the single block color all the way to the dashed blocks drawing an imaginary line between the dashed blocks and stopping 1 block short of that imaginary line.,1.0,Correct - Intended
ExtendToBoundary3.json,1,"keep grid the same, from the least populated colour, fill in all spaces towards the most populated colour",1.0,Correct - Intended
ExtendToBoundary3.json,1,"Same grid size and colours. The individual square on its own should be extended using the same colour towards the line of the other squares. The new line should not overlap into the dotted line of the other squares. The new line should be at the same angle as the other line, so if it is straight the line should extend in a straight line from the individual piece, if it is diagonal the line should go diagonally",1.0,Correct - Intended
ExtendToBoundary3.json,1,adjust your grid to give boxes equivalent to the numer of colors represented,0.0,Incorrect
ExtendToBoundary3.json,1,"use the same grid as in the input. There will be two objects in the input; in your answer, add to the object which has one grid square to intersect with the other object (keep its color the same)",1.0,Correct - Intended
ExtendToBoundary3.json,1,Connect the one square to the one that is has spaces in it but don't go over the latter.,1.0,Correct - Intended
ExtendToBoundary3.json,1,Recreate the canvas. Select the square that's away from the line of squares. Fill in squares the same color as that square in a straight line toward the line of squares and stop on the square before you reach the line. ,1.0,Correct - Intended
ExtendToBoundary3.json,2,"keep grid the same, from the least populated colour, fill in all blocks towards the most populated colour",1.0,Correct - Intended
ExtendToBoundary3.json,2,"join the dot to the other part of the example but make sure it doesn't overwrite the existing line. Note, this could be diagonal ",1.0,Correct - Intended
ExtendToBoundary3.json,2,"Same size grid and colours. The square that is on its own should be extended in a line using the same colour so it reaches the dotted line, but should not go into the dotted line. If the line is diagonal the new squares should go diagonally towards the dotted line.",1.0,Correct - Intended
ExtendToBoundary3.json,2,There should be a line of one colour and an isolated block by itself. Fill the space between the isolated block and the line of blocks with blocks the colour of the isolated block. You stop filling the space at either two points. 1 - You touch a block from the line or 2 - You are now an equidistance from 2 blocks within the line,1.0,Correct - Intended
ExtendToBoundary3.json,2,1 square will be away from the line of other squares. Fill in a line of squares the same color as that square that goes towards the line of squares and stops on the square before you reach the line of squares. Everything else stays the same.,1.0,Correct - Intended
ExtendToBoundary3.json,3,Use the same size grid. Transpose the image exactly. Draw an imaginary line between the dashed blocks and continue the color of the singular block to within one block of that imaginary line.,1.0,Correct - Intended
ExtendToBoundary3.json,3,"keep grid the same size, move eithe diagonally or in a stright line from the least populated colour towards the more populated colour ",-2.0,Unclear
ExtendToBoundary3.json,3,Grid size and colours the same. The single square should be extended in a line towards the dotted line of squares. if the line is horizontal or vertical the individual square should be extended in the same colour in a solid line towards the dotted line. It should not go inside the dotted line. If the dotted line is diagonal the individual square should be extended diagonally towards the dotted line,1.0,Correct - Intended
ExtendToBoundary3.json,3,"use the same grid as in the input. There will be two objects in the input; in your answer, color the object with less spaces to intersect with the other one  (keep its color the same)",1.0,Correct - Intended
ExtendToBoundary3.json,3,There should be a line of one colour and an isolated block. Extend the isolated block until it reaches the line of one colour. This is finished in two ways. If it extends to touch another colour from the line then it can be finished. if it extends to be equidistant from from two blocks within the line of colours then simply leave it equidistant,1.0,Correct - Intended
ExtendToBoundary3.json,3,"Recreate the canvas. Then select the square that is away from the line of squares. Fill in squares with the same color as that square and go towards the line of squares in a straight line (direction depends on what you get but can be straight of diagonal, just keep it 1 square). Stop the line on the last square before you'd enter the line of squares. Everything else stays the same. ",1.0,Correct - Intended
ExtendToBoundary4.json,1,Resize square to correct number. Add two objects. Copy objects from sample. Connect objects by coloring black square between them.,-2.0,Unclear
ExtendToBoundary4.json,1,Copy from input. Use the edit tool to add an orange square to connect the two rows of blocks together. ,-3.0,Literal
ExtendToBoundary4.json,1,"Use the same grid size as the original. There are two objects. In your answer, the pink object remains the same size, colour, and portion as the original. Similarly, the orange object remains the colour, size and position. However, in your answer, there is an additional orange 1x1 block placed in the fifth row from the top and forth column from the left. ",-3.0,Literal
ExtendToBoundary4.json,1,"Copy the test grid, highlight the cell which is not coloured between the two different coloured straight line shapes on the grid and change it's colour to that of the line which will make the two shapes touch when filled in.",1.0,Correct - Intended
ExtendToBoundary4.json,1,"Keep the grid size the same as well as the blocks, shapes, colours etc. Just extend the line that allows both blocks to touch without changing shapes.",1.0,Correct - Intended
ExtendToBoundary4.json,1,Keep the same grid size and layout. Extend one of the coloured lines so that both lines touch. Both shapes must appear as straight lines (do not extend from a shape if it makes it not a line). ,1.0,Correct - Intended
ExtendToBoundary4.json,1,Copy the input then make one of the objects longer so it touches the other object. Use the same colour for the object you're making longer.,1.0,Correct - Intended
ExtendToBoundary4.json,2,,-1.0,Nonresponsive
ExtendToBoundary4.json,2,by quick decision making. ,-1.0,Nonresponsive
ExtendToBoundary4.json,2,,-1.0,Nonresponsive
ExtendToBoundary4.json,2,Keep grid size and colors the same. The goal is to connect the horizontal piece with the vertical piece. The horizontal piece always stays in the same place and length. You want to add pieces to the vertical piece until it touches the horizontal piece.,0.0,Incorrect
ExtendToBoundary4.json,2,The two patterns need to touch but without moving the original blocks. Copy the test input. The grid size remains the same. The light blue needs to touch the green line so select the black square underneath the blue square that connects the two lines and fill that in with the same light blue. ,-3.0,Literal
ExtendToBoundary4.json,2,"Copy across as a duplicate.  Fill in the line with the gap so that it meets the other line, using the colour of the original line.",1.0,Correct - Intended
ExtendToBoundary4.json,2,"Make the two lines meet, by extending the line with that particular colour.",1.0,Correct - Intended
ExtendToBoundary4.json,3,"Extend the line that you are able to, so that it touches the other line.",1.0,Correct - Intended
ExtendToBoundary4.json,3,"Keep the grid size the same. There will be two different colors, one of the colors can be connected to the other color by making a straight line from the color. Fill in all the black squares with that original color and connect the two colors. Make a straight line (Your line can be up or down, or even diagonal). Leave the 2nd color that you connected it to unchanged.",1.0,Correct - Intended
ExtendToBoundary4.json,3,"Make the grid the same size as the original. Make the same colored shapes, except extend the one that doesn't reach the other until it touches the other one.",1.0,Correct - Intended
ExtendToBoundary4.json,3,"Make the grid the same size and copy the example. Make one object longer so it touches the other object, using the same colour of the object you are making longer.",1.0,Correct - Intended
ExtendToBoundary4.json,3,connect the two shapes using the shortest possible path from the smaller/shorter shape to the longer one with the same color as the smaller/shorter shape using the same grid size.,1.0,Correct - Intended
ExtendToBoundary4.json,3,Copy the grid and shapes across. Then connect the 2 shapes together by extending 1 of the lines with the same colour squares until the 1 lines touch.,1.0,Correct - Intended
ExtendToBoundary5.json,1,"starting from the colored block, make a diagonal line in the same color to each corner",1.0,Correct - Intended
ExtendToBoundary5.json,1,"Keeping the color and size of the input, diagonally put blocks starting from the input.",-2.0,Unclear
ExtendToBoundary5.json,1,In this task i draw diagonal lines from the point that is in the input untill i hit an edge in every angle.   ,1.0,Correct - Intended
ExtendToBoundary5.json,1,copy the input grid size. paint all the blocks going in all 4 diagonal directions the same color as the square seen. this will make an X shape,1.0,Correct - Intended
ExtendToBoundary5.json,1,"Use the same size grid. Starting with the center orange square, make a diagonal x using the whole grid (all in orange).",1.0,Correct - Intended
ExtendToBoundary5.json,1,Using the same grid size and colour. Expand diagonally from the block as far as possible.,1.0,Correct - Intended
ExtendToBoundary5.json,1,Have squares of the same colour move from the original point diagonally in all directions until they reach the end of the grid.,1.0,Correct - Intended
ExtendToBoundary5.json,2,"Use the cell that is filled as the center of an ""x"" by making diagonal lines.  The lines are the same color as the center.",-2.0,Unclear
ExtendToBoundary5.json,2,Make the grid the same size and then go to the orange block and extend it outwards to make an X.,-2.0,Unclear
ExtendToBoundary5.json,2,You want to fill in the blocks on all four diagonals of the square to the matching color of the square that you see while keeping the grid size the same. ,1.0,Correct - Intended
ExtendToBoundary5.json,2,"Keep grid same, draw straight lines out from shape NE, SE, SW, NW in same colour.",-2.0,Unclear
ExtendToBoundary5.json,2,"Copy input grid. Then, draw two orange perpendicular lines that intersect/cross at the orange square from the input grid. ",-2.0,Unclear
ExtendToBoundary5.json,2,Change the grid size to 9x9. Copy the orange cell in the exact same place. Then change he colour of the black cells diagonally beside the orange cell to orange.,0.0,Incorrect
ExtendToBoundary5.json,2,"recreate the grid size and from the initial block, follow each corner out diagonally until you reach the edge. ",1.0,Correct - Intended
ExtendToBoundary5.json,2,"Copy from input, Using the given square as a reference point for the 'origin center' point of an X, fill in all the diagonal squares from it with the correct colour of the original square using the edit option.",1.0,Correct - Intended
ExtendToBoundary5.json,3,copy from the input and fill the cross squares from the object in same color.,-2.0,Unclear
ExtendToBoundary5.json,3,,-1.0,Nonresponsive
ExtendToBoundary5.json,3,"Use the same size grid as the original. There will be one coloured cell. extend the colour within the grid along the 45, 135, 225 and 315 degree angles, along diagonal lines.",1.0,Correct - Intended
ExtendToBoundary5.json,3,Copy grid from input. Use the edit tool to add two orange squares to create a diagonal line from the original square.   ,-3.0,Literal
ExtendToBoundary5.json,3,putting the middle figure in focus and calculate every square to fill the shape,-2.0,Unclear
ExtendToBoundary5.json,3,Resize the gird. Expand the square diagonally on all sides until it hits the edge of the grid.,1.0,Correct - Intended
ExtendToBoundary5.json,3,"Look at the input grid, there will be a singular colour block in it. The answer has the same gird size as the input. The shape that you draw is the same colour in the same location as the input and then you need to fill the boxes that connect to the singular colour block in diagonal lines from each corner of the original input shape to reach the edge of the grid in the same colour.",1.0,Correct - Intended
ExtendToBoundary6.json,1,Keep same grid and colors. Extend the one square object/objects diagonally until it either reaches and is blocked by the larger object or it touches the boundary.,1.0,Correct - Intended
ExtendToBoundary6.json,1,,-1.0,Nonresponsive
ExtendToBoundary6.json,1,"Create a diagonal line (going up one, right one) starting from the blue square until it reaches the edge of the grid or red line.",1.0,Correct - Intended
ExtendToBoundary6.json,1,"Starting with the blue square, a vertical line grows upward until it hits either the color red or the side. ",1.0,Correct - Intended
ExtendToBoundary6.json,1,"Use the same size grid as the original. The red object remains the same size, position, and colour as the original. The blue object also remains the same size, position, and colour as the original. There are four additional objects to be added. Each of the four are the same size (1x1) and colour (blue), but with varying positions. The first blue object is placed in the seventh row, third column; the second blue object is placed in the sixth row, forth column; the third blue object is place in the fifth row, fifth column; and, the forth blue object is placed in the forth row, sixth column. ",-3.0,Literal
ExtendToBoundary6.json,1,"Copy test input. From the blue square, create a line moving upwards and to the right diagonally. Keep going until the diagonal line makes contact with the red object or you reach the edge of the grid. If there is more than one blue square, apply this rule to both.",1.0,Correct - Intended
ExtendToBoundary6.json,1,"keep the grid dimensions the same. The blue 1 cell object is going to grow diagonally as far as it can until it touches either the end of the grid or the red rectangle. So, keep adding a blue cell to the blue cell diagonally to the right until the edge of the grid or the edge of the red rectangle. ",1.0,Correct - Intended
ExtendToBoundary6.json,2,NICE,-1.0,Nonresponsive
ExtendToBoundary6.json,2,"You will see a red bar and one or more blue squares. Use each blue square as the bottom step on a ladder, and make a ladder going diagonally to the right across the grid. Each blue square will be one up and one to the right of the blue square below it. Stop the ladder when you reach either the red bar or the edge of the grid.",1.0,Correct - Intended
ExtendToBoundary6.json,2,Copy the grid. Make a diagonal row going up and to the right from the single colored block on the bottom. Go until you fill in the last block that you can without going into the colored blocks at the top.,-3.0,Literal
ExtendToBoundary6.json,2,Copy grid size from input. Copy the red and blue squares directly from the input grid. Fill in blue each square that is diagonally upward to the right of the blue square til you reach the edge of the grid. ,0.0,Incorrect
ExtendToBoundary6.json,2,"copy input grid. starting from the singular blue block, complete a right diagonal line across the grid using the same blue colour.",-3.0,Literal
ExtendToBoundary6.json,2,Keep the grid the same size a shown and keep the red boxes as shown. Take the blue box(es) and continue the line horizontally going from left to right until the blue box(es) either hit the red boxes (at which point they stop) or they continue if the boxes are black. ( The blue lines will look like staircases),1.0,Correct - Intended
ExtendToBoundary6.json,3,"copy input, then make diagonal lines of blue squares going up and to the right from existing blue squares. stop when you hit either red or the edge.",1.0,Correct - Intended
ExtendToBoundary6.json,3,Resize the grid to the same size as the task input grid. Select the edit button and select the appropriate colours. The rule is that the starting blue tiles must travel diagonally towards the red block until they are next to the red blocks without going through.,0.0,Incorrect
ExtendToBoundary6.json,3,"Copy the image (include grid size and colour). Then extend the blue square diagonally up and to the right (as in the next blue square will be up one square and right one square). So that it resembles a staircase going up and to the right. If the blue line comes into contact with any red squares, it stops there.",1.0,Correct - Intended
ExtendToBoundary6.json,3,"Copy the image.

Extend all blue squares diagonally up and to the right, so that it forms a staircase.

If this new line comes into contact with any red squares it simply stops. 

",1.0,Correct - Intended
ExtendToBoundary6.json,3,"Resize your grid to 9x9. Leave the red object where it is and the blue squares where they are. You are going to extend the blue squares diagonally (and be sure to make them blue also). If a blue square is going AROUND the red object, continue it diagonally. However, the blue squares can not go THROUGH the red object, so just stop those underneath it; those should be the 2 leftmost squares. The square on the bottom right should continue on.",1.0,Correct - Intended
ExtendToBoundary6.json,3,"For each blue block, Extend a line diagonally to the right and terminate the line when it either hits another coloured block or the edge of the grid.",1.0,Correct - Intended
ExtendToBoundary7.json,1,"Copy the input. Starting with the singular pixels, extend a line towards the grey bar in the same color as the pixel. The grey bar stays intact. ",1.0,Correct - Intended
ExtendToBoundary7.json,1,The grid and object start out the same. The single solo purple squares are connected to the grey row on squares by filling in the empty squares between the two with purple.,1.0,Correct - Intended
ExtendToBoundary7.json,1,"Find the single colored squares and then draw a straight line in the same color from that square all the way to the grey line, such that the last colored square you create is touching the grey line. Keep grid size the same.",-3.0,Literal
ExtendToBoundary7.json,1,"Cope the input grid. Then using the same color, expand the lines to the gray horizontal or verticle line.",1.0,Correct - Intended
ExtendToBoundary7.json,1,"Connect the stray single cubes to the line with cubes of the same colour, such that a new line is created of colour equal to the original cube going from its original position to that of the line -1 (doesn't interrupt the first line, just connects to it).",1.0,Correct - Intended
ExtendToBoundary7.json,1,Change the grid size to the size of the grid provided in the test (6x14). Allow the pink cell to form a line which eventually meets the grey barrier.,-3.0,Literal
ExtendToBoundary7.json,2,Copy the input and connect the floating colors with the gray line using a straight line of the same color.,1.0,Correct - Intended
ExtendToBoundary7.json,2,Keep the grid the same size as shown. Make sure the non-grey coloured boxes extend to connect to the grey line! Keep the colours the same.,1.0,Correct - Intended
ExtendToBoundary7.json,2,Resize the grid to the same size as the input. Then any coloured dot must be elongated to meet the grey line.,1.0,Correct - Intended
ExtendToBoundary7.json,2,Use the same size grid as the input. There will be three green squares in the input. First fill in the grey shaded squares exactly the same as the input. Then copy how the green squares are in the input but also fill in more squares next to where the green squares are so that they meet at the grey shaded squares in the form of a line. Make sure all three of the green squares are touching the grey shaded squares.,-3.0,Literal
ExtendToBoundary7.json,2,"Your output will be the same size as your input. Your input will have a grey line dividing the image, with colored dots on either side of the line. Draw a line from the dots, directly to the line, with the line from the dots being the same color as the dots. ",1.0,Correct - Intended
ExtendToBoundary7.json,3,Use the same grid layout as example.  Copy the pattern.  Then use the same colors as the two dots and connect them towards the central grey line. ,1.0,Correct - Intended
ExtendToBoundary7.json,3,"Copy from input. Fill in line from each object toward the grey line in the middle, using color of objects.",1.0,Correct - Intended
ExtendToBoundary7.json,3,"The rule in this problem is to connect the isolated squares to the grey line in the middle, in a straight line.",1.0,Correct - Intended
ExtendToBoundary7.json,3,fill a straight line from the colored square to the grey divider,1.0,Correct - Intended
ExtendToBoundary7.json,3,"Use the same size grid as original, recreat the grey line exactly. Then extend the single colour dot on either side of the grey line in towards the grey line in the dots original colour, as if you're extending the dot into a line to make contact with the grey, but keep the grey line as grey throughout.
",1.0,Correct - Intended
ExtendToBoundary8.json,1,Resize the grid to match the original grid size. Recreate the exact same shapes and colors you see in the original input. Create a column and a row of the same color coming out of the single grid unit you see within the larger grid box.,1.0,Correct - Intended
ExtendToBoundary8.json,1,Copy the input object and grid.  You will see a single colored cell inside a colored frame.  From that single colored square draw a horizontal and vertical line to the edge of the colored frame.  The interior lines should be the same color as the original single cell.,1.0,Correct - Intended
ExtendToBoundary8.json,1,"The first thing you need to do is copy the same grid to your answer grid. once you have done this, locate the coloured square. Select all squares above, below, to the left of and to the right of the square and make a line going up and across the same colour of the dot. imagine a cross hair. once you have drawn the two coloured lines, submit.",1.0,Correct - Intended
ExtendToBoundary8.json,1,Keep the grid the same size as the demonstration image. Take the single-coloured box in the middle and colour each vertical and horizontal box next to it the same colour until the lines hit the edge of the coloured surrounding box.,1.0,Correct - Intended
ExtendToBoundary8.json,1,"With the same grid size, recreate the shape. Then find the pixel inside the shape, extend that pixel both horizontally and vertically (each side) so that it creates two lines stemming from the pixel until it reaches the border of the shape its within. Use the same color as the pixel for the extension.",1.0,Correct - Intended
ExtendToBoundary8.json,1,copy the input grid size. find the one square inside the bigger square. paint all the squares up/down/left/right from this one the same color until you touch the bigger square ,1.0,Correct - Intended
ExtendToBoundary8.json,2,Copy over the grid size and object placement. Extend the dot in the middle both horizontally and vertically until it hits a wall.,1.0,Correct - Intended
ExtendToBoundary8.json,2,,-1.0,Nonresponsive
ExtendToBoundary8.json,2,"Copy the grid exactly as it is. The single square in the middle of the large shape needs to be extended both horizontally and vertically to meet the outer shape, keeping the color the same as the single square.",1.0,Correct - Intended
ExtendToBoundary8.json,2,"Copy from input, then extend the green line up and down until the border, then do the same from left to right, making a green cross in the middle of the object.",1.0,Correct - Intended
ExtendToBoundary8.json,2,We first set the dimensions of the grid to 17x8. We copy the dark red box in with the same amount of pixels so the box is closed. Inside of the red box we color in one green box. The rule for this one is to color in the green box all the way horizontally on the same row until it reaches another red box. We also color all green pixels vertically on the same row until we reach a red box.,-3.0,Literal
ExtendToBoundary8.json,2,"Use the same grid size and black background. Replicate the border using the same positioning and colour. In the middle of the border, there is a 1x1 square in a different colour. using the colour of this 1x1 square, fill in a vertical and horizontal line up to (but not passing) the border",1.0,Correct - Intended
ExtendToBoundary8.json,2,"Copy from input and then make a green cross inside the shape that touches the sides of the rectangle, the center of the cross is the green dot that already exists, do not move that dot and do not change the colour of the sides of the rectangle.",1.0,Correct - Intended
ExtendToBoundary8.json,3,Copy the input grid which contains an enclosure of one color with a colored pixel inside. Color pixels in all four directions from this pixel until they touch a border pixel of the enclosure.,1.0,Correct - Intended
ExtendToBoundary8.json,3,change the grid size as shown in the input grid. Then fill out the colors as shown in the input grid.,-2.0,Unclear
ExtendToBoundary8.json,3,"The rule is to expand on the gray (solo) square both horizontally and vertically, but also stay INSIDE the orange shape. To do this you are going to press 'copy from input'. Now click on 'edit' and select the gray color at the bottom. Now click the 2 squares to the left of the solo gray box in the grid and the 4 squares to the right of the gray box. Now click the 2 squares on top of the solo gray box and the 4 squares underneath it.",-3.0,Literal
ExtendToBoundary8.json,3,"There is a large object in the input grid, with a single square of a different color inside it. Extend the single square into a line until it touches that larger object. Extend this to the left and right until it is a horizontal line and also to the top and bottom, forming a vertical line, with the original square at the point where those lines meet.",1.0,Correct - Intended
ExtendToBoundary8.json,3,copied the pattern and filled the inner lines to touch the outer pattern,-2.0,Unclear
ExtendToBoundary8.json,3,"This rule extends the dot contained in the shape out to the edges of the shape - so copy the input, select the colour of the dot inside the shape, and now draw the same colour out from that dot horizontally and vertically for any black squares between the dot and another colour.",1.0,Correct - Intended
ExtendToBoundary9.json,1,Make your grid the same size.  Copy the colour and position of the outline box.  Copy the colour and position of the inside box and then expand the horizontal and vertical sides to reach the outside box.,1.0,Correct - Intended
ExtendToBoundary9.json,1,Extend the inner shape to where it meets the outer shape (as if it is stretched vertically and horizontally.,1.0,Correct - Intended
ExtendToBoundary9.json,1,"Copy the Test Input to a grid of the same size.

Keeping all the same colours, ""extend"" the shape of the shape inside the larger perimeter shape, in a way which copies the pixels in both left and right directions as to ""extend"" and make contact with the perimeter shape.",1.0,Correct - Intended
ExtendToBoundary9.json,1,"Copy the grid input size and design. On the coloured block on the inside of the bigger shape, extend it (same number of squares) vertically and horizontally until it reaches the border of the larger shape. Keep the colour of the added squares the same as the colour you started with. If the outer shape has diagonals, do not extend the inner colours to fill any gaps that do not fit the original size. ",1.0,Correct - Intended
ExtendToBoundary9.json,1,Fill lines spreading from the original square horizontally and vertically until you hit the edge of the box the shape is in.,1.0,Correct - Intended
ExtendToBoundary9.json,1,"Copy from input and then make a cross that reaches the sides of the rectangle both vertically and horizontally the same colour as the small square in the middle of the shape (Yellow), the center of the cross MUST be where the small square is and should not be moved. Do not touch the sides of the rectangle.",1.0,Correct - Intended
ExtendToBoundary9.json,2,Copy grid from input. Color the squares on each of the four sides of the innermost object the same color as that object until you reach the sides of the outer object.,1.0,Correct - Intended
ExtendToBoundary9.json,2,"firstly, copy the grid to your answer grid, you need to extend the middle shape until it touches, but doesn't overlap the outside shape. in this case you need to select the inside colour, and extend it one square up, one square down, one square to the left and one square to the right so it maintains the same shape but touches the outside shape. then submit",1.0,Correct - Intended
ExtendToBoundary9.json,2,"Same grid size and shapes, colours.  Then find the shape in the middle and expand this out as far as both squares are able to.",-2.0,Unclear
ExtendToBoundary9.json,2,"The input grid object is the middle part of the complete object. Apply the same method by extending the middle part of the object. It will look like a ""+"" sign after extending.",-2.0,Unclear
ExtendToBoundary9.json,3,IN SQUARE HIT HAVE BEEN ALONG,-2.0,Unclear
ExtendToBoundary9.json,3,"Use the same grid size as the input. There will be a colored object inside a colored box, which may or may not be the same color as the object. From each edge of the inner object, extend the edge of the inner object to the edge of the outer object using the same color as the inner object. In the case of a diagonal surrounding box, the resulting inner object edge should be “flat” not “jagged” inside the surrounding box i.e. do not extend an individual cell to the box edge if the entire edge cannot extend to that vertical position.",1.0,Correct - Intended
ExtendToBoundary9.json,3,"Copy the input of the original images so that you start with the same grid dimensions, shapes, and colors.  You should see a larger shape that contains a square inside.  Start with one of the edges of the square and extend that edge until it meets the edge of the largers shape. The extension should be even, meaning, if it's 2 squares in length then you should stop the extension once once of the squares meets the outside edge.  Complete this with all 4 edges so that you have some version of a cross.",1.0,Correct - Intended
ExtendToBoundary9.json,3,"Keep everything the same, and then add blocks to extend the middle shape both horizontally and vertically to the sides of the border, keeping the middle blocks the same color",-2.0,Unclear
ExtendToBoundary9.json,3,Extend the inside shape to the sides and top of the grid. ,1.0,Correct - Intended
